threshold,tp,fp,tn,fn,predicted_positive_rows,predicted_negative_rows,coverage,precision,recall,specificity,false_positive_rate,false_negative_rate,accuracy,balanced_accuracy,f1,negative_predictive_value,selected_group_ctr,unselected_group_ctr,overall_ctr,lift,click_capture_rate,missed_click_rate,youden_j
0.17,22223,61116,107490,9171,83339,116661,0.416695,0.266657867265026,0.707874116073135,0.6375217963773531,0.3624782036226469,0.292125883926865,0.648565,0.672697956225244,0.38738636660768916,0.9213876102553552,0.266657867265026,0.07861238974464474,0.15697,1.6987823613749506,0.707874116073135,0.292125883926865,0.34539591245048795
0.17262602579132474,21781,59086,109520,9613,80867,119133,0.404335,0.2693434899279063,0.6937949926737593,0.6495617000581236,0.3504382999418763,0.3062050073262407,0.656505,0.6716783463659415,0.3880421517713186,0.9193086718205703,0.2693434899279063,0.08069132817942971,0.15697,1.7158915074721686,0.6937949926737593,0.3062050073262407,0.34335669273188296
0.18,21370,57172,111434,10024,78542,121458,0.39271,0.27208372590461155,0.6807033191055616,0.6609136092428501,0.3390863907571498,0.3192966808944384,0.66402,0.6708084641742058,0.38877164895939453,0.9174694132951309,0.27208372590461155,0.08253058670486917,0.15697,1.733348575553364,0.6807033191055616,0.3192966808944384,0.3416169283484116
0.19,19102,47424,121182,12292,66526,133474,0.33263,0.28713585665754743,0.6084602153277696,0.7187288708586883,0.2812711291413117,0.3915397846722304,0.70142,0.663594543093229,0.39015522875816994,0.9079071579483645,0.28713585665754743,0.09209284205163552,0.15697,1.8292403431072652,0.6084602153277696,0.3915397846722304,0.3271890861864579
0.2,19102,47424,121182,12292,66526,133474,0.33263,0.28713585665754743,0.6084602153277696,0.7187288708586883,0.2812711291413117,0.3915397846722304,0.70142,0.663594543093229,0.39015522875816994,0.9079071579483645,0.28713585665754743,0.09209284205163552,0.15697,1.8292403431072652,0.6084602153277696,0.3915397846722304,0.3271890861864579
0.20059788440901427,19102,47424,121182,12292,66526,133474,0.33263,0.28713585665754743,0.6084602153277696,0.7187288708586883,0.2812711291413117,0.3915397846722304,0.70142,0.663594543093229,0.39015522875816994,0.9079071579483645,0.28713585665754743,0.09209284205163552,0.15697,1.8292403431072652,0.6084602153277696,0.3915397846722304,0.3271890861864579
0.21,17434,40440,128166,13960,57874,142126,0.28937,0.3012406261879255,0.5553290437663247,0.7601508843101669,0.2398491156898331,0.44467095623367525,0.728,0.6577399640382458,0.3905990948604204,0.9017772962019617,0.3012406261879255,0.09822270379803837,0.15697,1.9190968095045264,0.5553290437663247,0.44467095623367525,0.3154799280764915
0.22,15417,33330,135276,15977,48747,151253,0.243735,0.3162656163456213,0.491081098299038,0.8023202021280381,0.19767979787196185,0.508918901700962,0.753465,0.6467006502135381,0.3847468836176239,0.8943690373083509,0.3162656163456213,0.1056309626916491,0.15697,2.0148156739862477,0.491081098299038,0.508918901700962,0.29340130042707613
0.23,15252,32737,135869,16142,47989,152011,0.239945,0.3178228343995499,0.48582531693954256,0.8058372774397116,0.1941627225602885,0.5141746830604574,0.755605,0.6458312971896271,0.38426363327160723,0.8938103163586846,0.3178228343995499,0.10618968364131542,0.15697,2.0247361559504995,0.48582531693954256,0.5141746830604574,0.2916625943792541
0.24,15066,32084,136522,16328,47150,152850,0.23575,0.3195334040296925,0.479900617952475,0.8097102119734766,0.19028978802652338,0.520099382047525,0.75794,0.6448054149629758,0.38363210429822775,0.8931763166503107,0.3195334040296925,0.10682368334968924,0.15697,2.0356335862247086,0.479900617952475,0.520099382047525,0.28961082992595166
